"rank","time","help","text"
"推荐","2018-11-28","3","所以这就是成熟导演和小年轻的区别了，回想起很多别的成长电影真的是不知所云。 有关青春的阵痛，成长的蜕变，经久不衰又极易引起共鸣，曹保平用了很多前后呼应的场景和道具，用来讲述一个女孩的成人礼，里面有李玩的，也有我们很多人成长经历的一部分。我们用一场接一场的凶杀案杀死我们想成为的人，渐渐变成自己不想成为的大人，更让人不忍的是，我发现自己更能理解实施爱暴力的大人们，电影里的每一个大人，都很难责备，都没有什么大错，因为那好像是每个人都很有可能会犯的错。 这部电影，只不过是告诉我，我是怎样从李玩成长为李玩的爸爸的，这样的事情，以后还会更多。"
"力荐","2018-12-05","6","四星半，影片内容的百分之八九十都极度真实，真实到令人发指的地步，太多的场景可以在自己身上找到曾经影子，可以引发巨大的共鸣，在银幕上放大了典型的中国式教育，以至于过于贴近生活，都不像一部电影。整部电影都在以一条宠物狗作为感情突破口，当感觉被周遭所隔离，狗成了李玩的全部感情依托，当狗被全家人唾弃，李玩成了狗的全部感情依托，李玩努力脱离了真实的自我，活成了狗的模样，还纷纷称赞。大家不都是吗，自始至终都在活成他人所期待的样子，就连酒席上不断阿谀奉承的李玩爸爸也是如此。电影的最后，我居然被一个不断失败，却哭着努力练滑冰的小孩催生出眼泪，这时候就明白了，成长是真的会痛的，努力活出别人所期待的样子真的会痛的。"
"推荐","2018-07-02","7","其实不是太尖锐，父亲的角色虽然有缺陷，但至少会跟孩子道歉，我所了解到的上一辈父亲的角色，都是就算知道自己不对，也死不认错的。面子工程害了很多中国人。"
"力荐","2018-12-05","7","影片许多场戏酷似我的童年实录...… 我的狗没有爱因斯坦可爱，它因为咬伤了邻居的家禽 直接被我爸一砍刀劈成两半。他本来没有机会杀它，因为它从不亲近我爸，而我“懂事”地听爸爸话把它拴回家。它冲着我摇尾巴点头。它被煮熟。看到那滩暗夜里浓稠的黑血，我站在原地发怵…"
"无评价","2018-06-01","6","找狗那段可以说很曹保平了，几乎《李米的猜想》翻版"
"无评价","2018-01-29","10","楼上鸟叫的真相， 初上冰场的慌张， 误入教室的蝙蝠， 吃下狗肉的那刻"
"力荐","2018-11-26","9","一开始爸爸说工作忙，让你懂事，把你丢在家里和爷爷奶奶在一起。给你一堆许诺却从不实现。等你到中学，他开始关心你的学习，虽然不知道你在哪个班，老师叫什么名字，但还是逼着你去上各种补习班补上你弱的那科。明明是大人犯的错，却责怪你不孝顺不体贴，第一次动手打你，打完你之后给颗糖吃却还是不承认自己的错误。你学会收起锋芒，学会在家人面前保持沉默和微笑，他开始带你在自己的同事、领导面前炫耀；夸耀着虽然我事业忙，离过婚，但我家庭就是和谐，女儿也被我教育的很好，学习好还听话，不信你让她给你敬个酒。你的自尊心就这样一次一次被践踏，你所重视的东西一次一次被轻视，你开始失去捍卫自己的力量，有的事情你不再去计较，也不再去争取。因为你知道再多的坚持，都抵不过身边的人一起撒谎的面孔，抵不过最亲的人从心底里的漠视。"
"力荐","2018-11-28","2","龙标2013第75号，心疼，这样的事以后还多着呢。"
"还行","2018-12-06","8","<U+0001F610><U+FE0F>第一次疯狂找狗那一段太突兀"
"很差","2018-12-13","7","0分滚粗，别再吹了！"
"推荐","2018-12-09","6","国学大师、儒商们真狗逼。"
"推荐","2018-02-05","5","面对成人世界的茫然无措，这才是无处安放的青春，这才是我的青春。所有成长的苦涩都得打碎牙齿肚里吞，而且是哑巴吃黄莲有苦说不出，最终我们进入了这狗13的成人世界。"
"还行","2018-11-30","5","一斤西凤狗，三两青春愁。"
"力荐","2018-01-29","5","成长是一场不见血的屠杀啊。近一年来最让我难受的观影过程，从中段开始如鲠在喉，太难受了。具有普遍意义的压抑的家庭环境，焦华静对家庭、成长的感受与拿捏太准太狠了，真实到不忍直视。果静林和张雪迎都太棒了，尤其是张雪迎，戴着牙套和额头上的痘痘，如同是从我身边生活里走进去的女孩子，太棒了。"
"力荐","2015-05-18","11","当能失的都失去了，你也就差不多长大了。"
"较差","2018-12-08","8","好看在哪？我对曹保平失望透顶。无论是刻意的剧情还是节奏错乱的拍摄手法还是一直呐喊的演技，还有恐怖片一样的配乐，都透着尴尬和做作。主题多好，我没看之前充满期待，可是这是什么，电影不能只是现实丑恶的堆砌，不能因为暴露了一点社会现实就觉得了不起。看了二十分钟就想走，对不起被我拉来看的张老师。"
"推荐","2018-01-27","7","着重展现了国人成长很难绕开的事件，果静林和张雪迎均有上佳发挥。并不觉得本片触及了老百姓最敏感的那根神经，比杨德昌最不激进的时候还要温柔。拍得很是用力，但难说是巧劲，不过看得出曹保平强大的现场把控能力，几乎没有留下笨拙的段落。怎么说呢，如果置身这样的家庭，理应具备更有力的反抗精神，我不得不为她感到惋惜。"
"力荐","2014-02-25","6","女主角聪明叛逆而不过分，有失控爆发出的情绪，也有冷静理智的时刻，不是小清新也没有刻意的特立独行，既普通又散发出灵性光芒。面对周围的改变，面对着各种如意或不如意的新变化，学会接受慢慢的调整适应然后生活下去。青春就这样让时光和变化雕琢（摧残）着我们，人生也不过是如此。"
"还行","2013-10-12","2","关于成长及棱角。细腻是很细腻，过直白。 后半部比较好"
"力荐","2018-11-26","5","观影过程中激起太多不好的回忆，以至于周围所有人笑得前仰后合的段落我一个人泣不成声。为什么成长一定要经历这么多让人忘不掉的痛楚？我用尽全力去抵抗的那个成人世界为什么依然穷追不舍？我不同意你们的看法，也不要成为你们这样的人。我宁愿永不成长，永不妥协。家庭教育在我看来可能是世界上最沉重的话题。"
"推荐","2018-12-05","9","弟弟生日的时候仿佛看到了童年的自己，热闹是你们的，而我孤独得像P上去的"
"推荐","2018-12-07","8","你要懂事，要体谅人，要让他们觉得愧疚。这是唯一的方法。"
"力荐","2016-08-11","5","曹导演虽然一副京剧演员的扮相，又总带这个不搭调的帽子，像是个没脑子的家伙。可实际上却是个有着深刻的观察独立的思想又不随大流的人。中年才开始步入电影行业，每部片子都在从不同方面解剖人性，生活化却不做作，像是走上了杨德昌的道路。祝新片追凶者大卖！"
"还行","2018-11-06","7","这才是更典型更普遍的中国式青春吧，每个人都是从整体的文化环境中慢慢爬起来。个别转折不太能理解，但整体看，编剧很好，写得非常细，把女性议题浅埋在日常生活中，比很多为女性而女性的电影高级。女主青涩又固执的状态也对，可惜一长大一接受教育就泯然众人了。"
"力荐","2018-12-04","6","你觉得影片中出现的情况都挺正常的，这个事本身就是令人不寒而栗的不正常。"
"较差","2018-12-16","7","莫名其妙的情感爆发，莫名其妙的歇斯底里，莫名其妙的自我抑郁，莫名其妙的深沉成熟，本片如此之烂，不明白你们为什么说好，所有的情节仿佛都是为了表达李玩很惨，但我全篇只看到这种惨，是她自己作出来。。。"
"力荐","2013-12-19","4","【先锋光芒·纪忆】西安姑娘焦华静的本科毕业剧本，将故事搬回故乡，但探讨的仍是中国式的成长教育母题。曹保平说，别去夸大一部电影的力量，它根本不能去改变什么，最多只能让观看的人去琢磨琢磨而已。愤怒滋生隐忍，猜想望向现实，女孩与曹保平都往前迈了一步。"
"推荐","2018-01-27","10","每看一次曹保平，都会心生疑窦:这特么是上次看的曹保平吗？而多变的他不变的是一直收着一颗见微知著，以小搏大的野心。 偶遇—厌恶—习惯—依恋—失去—成长，这套狗模式几乎贯穿于每一个人身上。于是，很多人终于成了自己当年讨厌的模样。而凤毛麟角活成自己喜欢模样的人只是多了一环：反抗！"
"推荐","2018-12-13","2","“你以为娃是个小狗呢？喂几口馍就能长大咧？”最可怕的是她的家庭明明对这个道理心知肚明，却根本不想去做任何改变。 长辈眼里看来孩子懂事了，其实孩子失去乐观了，长辈以为孩子听话了，其实却是孩子不敢为自己抗争了。你看起来她乖巧听话又懂事，是好好闺女，你就是不想去管她其实是不是抑郁恐惧又绝望，却又无法反抗"
"力荐","2018-12-07","4","年度十佳。"
"很差","2018-12-11","6","不是说电影不好，而且我作为一个极度怕狗加不喜欢狗的人get不到很多东西。 李玩的爷爷正在高高兴兴的给孙女买螃蟹的时候，狗自己跑掉了。爷爷并不是故意讲狗弄丢的，他也害怕自己的孙女不高兴，内心也很自责。可是李玩知道后，并没有对爷爷有任何的体谅，大晚上疯狂的找狗，无果，爷爷找她她不理，爷爷摔倒她不关心。 如果我是父母，我会觉得很难过，在她自己看来她的父母家人没有爱不懂得关心动物，可是她不也一样，对于爷爷的关心在哪里。说着众生平等，可是总是不经意的去伤人心。小动物没有思想，但是人有，小动物读不懂人的态度，但是人读的懂。 一个人关在房间里大声的放音乐，也不过是为了宣泄自己的不满，其实青春期的她跟长大之后的大人没有什么不同。 我们总是说成长，成长，很多性格上的东西并不是消失了，只是换个方式出现罢了"
"力荐","2018-11-26","3","每个人心中都曾有过自己的对待事物的优先级排序（价值观），直到慢慢的社会和家庭用主流的排序套住你。终于有一天，你看着自己并不想要的东西放在眼前，然后违心的欺骗自己说这就是我想要的；看着真正想要的东西放在眼前，却因为怕被人当面指责背后指点而不敢伸手。社会多元化、不稳定因素多一些又何妨呢？"
"推荐","2013-10-16","5","想 念 锵 锵 三 人 行 拌 饭 酱"
"还行","2018-12-09","4","不太喜欢这部电影，22岁以前可能会同情女主角，如今只会惊讶于自己曾经的幼稚和自私，长大是学会理解和包容的漫长过程，没有人能够永远长不大，没有人可以拥有长久被纵容的权利，长大并不意味着妥协，懂事不代表变得世故，熟悉社会规则却不对他人滥于施加才是成熟，人皆艰辛，我又哪根葱。一代代人都是如此成长，父母和父母的父母青春可能更为恶劣，情绪如同一种相互作用力，总会彼此影响，批判原生家庭和厌恶新生命没有多大意义，所能做的是学会尊重聆听和珍爱将来的子女，对于自己的父母投入更多的理解包容和感恩，和解是一种能力。"
"较差","2018-12-10","5","抱歉我没有任何的感情共鸣，只看到了编剧对生活的主观恶意和脆弱敏感自欺欺人的内心。"
"推荐","2018-12-17","9","从某种角度看，《狗13》并不是一部我们通常意义上的”好电影“，它只会受到特定群体的认可和褒奖，对于有过这样经历的人来说，理解它像喝水一样简单。可怕的是，就国内观众而言，几乎人人都能对李玩的故事产生共鸣，所有的盛赞都来自一个个在这样的环境中长大的孩子们。《狗13》依赖的不是剧本，而是一个正在发生的真实故事，是这片魔幻土地上的日常生活；《狗13》不仰仗画面美学，血淋淋的成长纪实更能让人感到震撼。"
"力荐","2018-11-24","5","虽说成年人的世界有伪善的特点，但影片中父辈的形象并不刻板，时不时还闪烁着人性的光辉。东方的传统道德对人的摧残，有时不是“辣手摧花”，而是以温柔的方式，那么，顾自己还是顾长辈？抗争还是妥协？李玩纠结于此，全片的核心矛盾也在于此。"
"推荐","2018-12-09","6","非常遗憾地通知你，你长大了"
"较差","2018-12-14","6","全片充满孩子般的抱怨，幼稚的隐喻，不懂得真正的人性也就不懂得什么是善良，不懂得感恩的人给予你再多的爱也是徒劳。影片所批判的人包括作者自己，一个不知道现实多么残酷的人，整天生活在童话故事里，受不了任何一点点伤害，其实你自己比起你所批判的人更不知道如何去爱。"
"推荐","2018-01-27","3","残酷酸楚的青春自裁，曹的导演一如既往的过时和电视化，但文本是真他娘的厉害！"
"无评价","2018-12-22","3","这死女仔真是每分钟要把我逼成家暴老爹啊，换我早一顿拳脚了。"
"力荐","2018-12-14","4","“碎女子”的自由灵魂摔得粉身碎骨，吞下狗肉那一刻，我的心也痛得揉成一团，在父女聊天那幕终于哭得决堤。“你见过真正的大人吗？”官员在山里怀想“一蓑烟雨任平生”，却在油腻中年饭局看不起《时间简史》这种娃娃读的书。热衷研究平行时空的李玩曾经有机会变做想要成为的人，但残酷命运太可怕，把灯一盏盏关掉，半点温柔也不给她。弟弟生日被一家人搁在旋转门外，演讲无人问津的宇宙议题，看不成梦想中的太空展览……终于再看到爱犬她却躲得远远，生怕狗狗发现她早已是行尸走肉。即使墙上寻狗启示还在，那一个灵动飞扬的李玩，早就不在了。爸爸是无奈的中国男人，会打孩子但也会用手捂住女儿眼睛，听《再回首》哭成泪人。鸟突然飞进教室，让李玩顿悟到生命意义，才会想要寻回那只冒充的假爱因斯坦。想要不做片尾扶不起来的阿斗，请你我她勇敢站出来。"
"推荐","2018-12-07","6","论如何奴化成一个中国人——冷漠、自私、伪善、献媚、忍耐——他们管这个叫长大了。"
"还行","2014-02-26","3","虽然到最后还是能理解这些闹心的事情，但是中间部分实在拍的相当无力，情节非常硬，情感模棱两可，不知所谓的转场。最后有无数个结尾点，好在还选在稍微好的一个。"
"推荐","2018-11-18","4","人在折腾中成长，喧闹一场，蜕变明朗，虽然有的时候会羡慕自己折腾阶段的激情，但谁又有勇气重新回到那份“不弄明白不罢休的执着中”。所以小玩说：“我好怕它真的是爱因斯坦，冲我跑过来。”"
"较差","2018-12-14","3","电影院有人哭了……我以为他们感冒了……"
"推荐","2018-12-10","4","前半部分處理得一般，後半部分隨著戲劇和批判意味增強而力量漸顯。總是情不自禁唱紅歌的父親饒有趣味，被極權教化的人繼續用權力教化著下一代，所以這部戲到最後顯得特別絕望和哀傷。爺爺奶奶和後媽等角色則難免為了戲劇塑造得太過刻板印象。"
"推荐","2018-11-26","3","復現了大多數中國年輕人的童年 復刻了大多數中國父母的教育 年少時對這個世界的敏感 尖銳因為受教育程度的不對等 被簡單粗暴的解讀為「不懂事」因為父母無法理解 無法處理的「不懂事」轉化成力量不對等的「愛的教育」 在逐漸「懂事」的過程中 拔掉了尖銳 拿掉了脆弱 中國式的教育裡 從來容不下一點點的軟弱和不懂事 青春不是只有萌動的感情 也不只是墮胎 原生家庭的教育對成長的傷害 其實更值得被探討"
"很差","2018-12-12","5","5年以来我第一次看到一半离场"
"还行","2013-10-16","4","3.5，狗更像是只为构成故事而没有与传统家庭教育作比拟的意思，整体也缺乏设计或是显得局部设计突兀。只能说它是直白动人的"
"推荐","2018-12-02","3","一个精神病人某天突然领悟到自己身处一个大的精神病院为争取早日出院而积极配合治疗卖力表演但还是时不时演砸然后被加大药剂的病理记录"
"推荐","2018-11-15","4","1、年纪大了，觉得后劲十足的电影才算得上好电影，这部算是，五味杂陈情感复杂。2、国人的青春哪里像小说或剧中那么阳光灿烂、校花校草、爱恋与遗憾，更多的是成长的教育、驯化的选择、埋在心底的敏感和叛逆，多难得的电影，一个难能可贵的少女角色。3、电影中的成年人和少女，没有对错，没有霸凌或者虐待，父母家长都是认认真真拼尽全力的生活和给予爱，甚至还会哭着自省我不是个好父亲，但依然无法回避驯化趋同与最终的平庸。4、青春总会归队，我们也非被人迫害，而是选择好好活下去。5、回忆了下自己的青春，父母更霸权也更任性，我也更早地选择了戴上乖巧的面具，我以为我很早已经是个成年人了，但至今依然遗憾没有在叛逆的时候坚持一把。6、青春时候的那些“爱因斯坦”，都留在心底了，狗十三。"
"较差","2018-12-11","4","是那种因为剧作的缩水看得让人非常生气的电影。明明难得地碰触了大多国人成长中那么残酷的肌理，却在中途将它转向，要释疑成性别问题。而在后段不断堆叠戏剧性的同时，也将一个普适的困境过滤成了具体的个体困境。就如电影的确是把某种结痂揭开了，最后却只用透明胶带给粘上了。"
"较差","2018-12-09","4","实在是有失水准的作品<U+0001F922>剧本本身就不够有张力不够吸引人，叛逆青春题材本身就不是什么新鲜玩意，整个故事也显得平淡无奇还很做作。前半段女主生涩的演技让我看得很窒息，直到爷爷发火转折的那场戏才缓过来。说是现实主义题材又不够犀利，青春片的话感情线索又不够，找狗的执念象征着什么也不够清晰。服装道具太差了，06年的时代复原简直荒谬得像时空错乱。"
"力荐","2018-11-30","3","每一次成长都如同一场凶案。大人们面目可憎，孩子们逐渐坚硬。一个好问题：理解就可以消化伤害吗？《狗十三》一场伤痕累累的其乐融融，祝贺焦华静。"
"较差","2018-12-07","7","盛名之下，其实难副！上映之前《狗十三》几乎被塑造成屡遭磨难、数年不见天日的“佳作”了，再加上曹保平近几年多部作品积累的好口碑，想必影迷们对本片的期望值不低！结果毒舌君参加了首映观影之后发现，导演曹保平并没有hold住这部影片，叙事和情感均显散乱，一部“情感向”的影片也显得过于私人，很难跟观众达成“共情”。 虽然不难看出，影片试图在女孩-父亲-弟弟-狗狗等角色间营造出多层次的对应和映射关系，来展现青春期少女敏感心理所承载的迷茫、痛苦、委屈与愤懑的复杂情绪，以及少女的纯真心灵在成人世界影响下的异变。 但是，导演无论是在叙事梳理还是情感表达上，都比较混乱无着，大量生活化碎片的堆积并无强有力的叙事和情感线牵引，导致将近两个小时的片长显得比较难熬，也根本无法让人探知女主角的情绪背后到底是怎样的一个内心世界！"
"推荐","2018-12-07","4","很不错的青春片，关于成长，过于真实了。老一辈只管吃饱穿暖，不会关心小孩是否孤单。大人撒着一个又一个谎，去驯化那些有个性的孩子。被放弃的何止是狗，也有那些棱角。你怎么知道是孩子懂事？也许她是无奈妥协。"
"力荐","2018-01-28","7","一个小女孩，一条狗，还有堪称最真实的饭局经历，好久没看过这么棒的成长电影了，有种被编剧偷窥了人生的感觉。我们心中都有一条“爱因斯坦”，然后“长大”假装不认识它。"
"无评价","2014-02-26","3","资料馆多功能厅2014.2.26.1pm 李玩这个人物很出彩（大部分也从她的视点和感受出发），不想要狗、给狗命名、失狗、被迫认另一只狗、将名赋予另一只狗、再次失狗、与狗重逢而主动不认，这条框架线做的很出色。音乐泛滥且糟糕、点做的不够细、部分台词浮夸、人物变化有些跳、有些场景三观过于暧昧。"
"力荐","2018-03-17","2","所谓成长与成熟，在这个国度里被定义为：吃下那口狗肉。"
"力荐","2018-11-24","4","不是年度十佳，是个人十佳。李玩是我的共情体，残酷但温柔不似《十三颗泡桐》的冷和刺，但它是唯一能代表我的青春的电影，那它就是最好的。"
"较差","2018-12-11","4","从碎到碎，楞推着走，气都是断的。最好的解决办法，就是用《索尔之子》的拍法，焦点始终在女孩身上，其他人都是虚焦，这样观众更能感同身受。目前的好评胜在题材优秀，情节设计不错，90后观众会代替演员表演，代替导演安排。胶片摄影很赞，类似台湾电影《窗外》。手持比较多。两场：女孩卧室，用路灯做主光。巷子里，用蓝光打出法国意大利电影那种感觉。剪辑还是电影学院本科毕业作品的水平吧，转场全靠闪黑。"
"推荐","2016-09-22","3","一部电影谈了很多内容，三代人之间的爱与权威链条，家庭与社交圈的盘根错节，情窦初开时的理智与情感，理想的高大上与现实的俗不可耐，认清这一切，学会生存法则，都是成长的痛感。少女啊，13岁时冒傻气是一年的事，傻13却是一辈子的事。p.s. 没有动物受到伤害声明，好评。"
"推荐","2018-12-07","3","或许在某一个平行的宇宙里，真正的李玩已经不存在了。每一次伤害都足够消灭一个青春，留下的，不过是在灰烬中重启、升级的副本。用科幻的概念来解读这个喜欢物理的女生，反而比冰冷的现实更有期望。家人的“为你好“就如同粗糙的机械手，磨砺掉原石锋锐的棱角，变得”乖巧“、”懂事“了，也就不再需要爱因斯坦了。"
"推荐","2018-01-30","2","爆哭！焦华静的剧本太棒了！所有的人物角色都很立体，全是实打实的细节，非常电影化私人化以及中国特色。张雪迎前途无量。"
"推荐","2018-12-16","3","看哭，是不是从中能找到你我、是不是从中能能看到什么，其实所有人都在纠结、所有人都不知所措，我们盼着能闯出来、我们盼着人们能慢慢明白！"
"推荐","2018-12-11","4","这电影……过于写实了。无论是长辈的粗暴搪塞、青春的自以为独绝于世、酒席上的被迫社交与敬酒、还有那一句“你怎么不懂事”，每个中国孩子都可以在里面找到80%的对应，中国式青春，从来都是一种底色。"
"力荐","2018-12-10","3","#年度佳作#被掩埋的国片佳作。整体感觉生猛够狠，前半部分讲对控制的反叛，后半部分则是无奈的妥协，以单亲少女的视角，从找狗做切入点，层层剖析中国家庭乃至社会的一些隐秘问题，貌似和美的家里，虚伪的成人社会与年少纯真世界一次次正面交锋，几乎达到玉石俱焚的地步。功利社会与传统父权合谋之下，年轻的生命几乎逃无可逃。主创以西安这个最传统守旧的都城作舞台，更加深了荒诞感，而结尾所谓的懂事成熟那么惨白又无力，一点也不美好反而黑暗充满讽刺。而此种悖谬惨人的教导方式依然存在，并且势必在一代代身上发生，制造一批批成长受挫的受害者，救救孩子！曹保平的确是让人惊喜的导演，期待他的继续发力。"
"推荐","2018-03-27","1","长大成人还是长大成“狗”？"
"力荐","2018-11-13","2","影片全面且通透的展现了几乎每个中国孩子都必定经历过的残忍成长教育，事实证明这狗13的操蛋世界对谁都不会好一点。 女主李玩在影片结尾，成为了大人口中“长大了、懂事了”的乖巧女孩，丢掉了原来的那个自己，学会了如何在生活中忍让、妥协、接受，但我相信没有一个观众会为她感到高兴，我们不论沉默还是流泪，都不只是为了李玩，更是为了我们自己。 “你见过真正的大人吗？” 李玩在这个没头没脑的提问中看透了世界，没人在长大后还是自己原本的样子，每个人都是被迫成为了现在的自己。 总而言之，【狗13】这样的电影，每多几个“大人”看到，就能让多几个孩子在成长时痛的轻一些吧？"
"力荐","2016-07-30","2","感觉跟曹保平其他作品非常不同，没有犯罪和体制问题，关注教育问题和成长，似乎人就是不知道从什么时刻起就长大了。我也觉得这是曹保平感情最充沛的一部影片。"
"较差","2018-12-13","5","☆2.5，觉得张雪迎演技欠佳。觉得小女孩是被惯的不行。★——小仙女12月13日观后感"
"推荐","2018-12-02","3","用恐怖片的手法拍现实主义的青春。各种符号的运用明确、到位且互有对应，基本都有多重意义。爱因斯坦是曾经的自己，弟弟是未来的自己。既然“伪善”用单词点出来了，那么，父亲含泪道歉那段可以全用主观镜头呈现。酒店旋转门摇晃的时间可以长一些，配乐可以少一些。《狗13》意义在于，它既完整地展现了个体被规训的过程，同时又将批判指向以和为贵的人情社会，太多“大”的伪善与谎言淹没了“小”的人之为人的个性与判断。最大的悲剧是，它由所有人共同造就，而又无人可逃。"
"还行","2016-08-11","2","cook the dinner翻译成“擦地板”"
"还行","2018-12-20","3","爸爸的哭和弟弟的摔拓宽了所有。好几场戏是真喜欢，放眼全片是真不喜欢（那股故意小题大做的劲儿还是很有意思的）。晚上了五年还真就晚看了五年，13岁能看到多好，容易判断是片子的问题还是我的问题。"
"推荐","2016-08-11","2","拍的很有意思，特别真实，中国的人情社会，亲情关系。结尾过于温情脉脉，但又细思恐极，新一代人“成熟了”（妥协了），人情和虚伪继续。"
"力荐","2018-03-08","2","狂吠之犬在问你为何对他不好，被打折的棍棒赞美温顺的野兽"
"无评价","2018-12-08","1","片子本身拍得不算特别完美（以国产片标准是相当好了），个别地方还是略有刻意感，但平衡非常好，大多数角色都很好，没有简单粗暴的善恶对立，无论站在子女还是家长的立场应该都能找到惨烈的共鸣。。不知为啥这场有很多中老年观众，看小姑娘最后一次宴席的表现，后排一群老阿姨集体发出“懂事了”的赞叹声，大概算是弹幕与电影融为一体的绝佳案例了。。真反面角色大概就是生活吧，我看着这就是讲被生活强奸的过程中，是拼死决裂反抗还是调整姿势配合，哪条路可以少一点痛苦。。前者除了死没有出路，后者生活总还能源源不断拿出新花样来虐你直到死。。也许确实只有平行世界这种中二梦可以自我安慰了。。"
"还行","2018-12-04","3","这个切入口很锐利，用狗作为事件，暴露出成长过程中家庭关系的社会性，当真实被抽离后，谎言和权力勾结，扮演各就其位的太平，对女孩来说，最苦的甚至不是暴力的驯服，而是那种无孔不入的妥协。孩子还小，来都来了，大过年的，这些毒鸡汤就没有给人说不的权利。但作为电影，曹保平太急于求成了，转折也急，表意也急，冲突、动作、大台词太多，导致人物丧失了深度。看看嘉年华、黑处有什么、血观音甚至是宝贝儿，我真的觉得本片可以拍得更好。"
"力荐","2018-11-11","5","想给十颗星。通过曹保平的镜头，居然想把，15岁时经历的那些心碎，再回去体会一遍。把过去的自己剁成肉块，红烧了，笑着吃进去，呜咽只留给无人的巷角"
"推荐","2018-12-11","6","就像李玩额头上的青春痘，本来是青春里惯常的东西，却几乎在其他糖水青春片里看不到，这是是此片真实的地方吧，八五后能带入情感的地方很多，不管你青春期的时候有没有养狗，喜不喜欢物理，是不是单亲家庭。比如我高中的时候想学美术想学文科爸妈都不同意，虽然以离家出走的形式反抗但还是要向成人世界妥协变成懂事的人，最后李玩面对男同学求爱时所说出的“这样的事还会发生时”,我一下汗毛都竖起来了，就是某一天你突然变成了大人心中所谓懂事的人，但你记不起来你什么时候因为什么开始转变的，而有些话就是你通往成人世界护照本上的戳。"
"还行","2018-12-05","5","3.5 意图好，但执行有欠缺；不仅是李玩的青春片，也是每个人青春的浓缩——如何磨棱刓角，意识到自己无足轻重，你研究时间简史也只能束缚于这个宇宙，你连学你感兴趣的都不允许，社会不需要个性，终于你不再“任性”，“适应能力强”了，符合社会对个体的所有的规范和要求，和所有人一样开始过上了合群而幸福、所谓成熟的狗日子；可如何“转变”比较含糊且不够合理，容易误解成被老爸打一顿就改变了，而这过程本该是影片极重要的部分；摄影、冲突设置等方面原意想必是让观众更为深入其中感同身受，实际效果却颇有些粗糙、匆忙之感，导致本该最高潮的吃狗肉虐心场景不足以震撼；剧本值得再推敲，对话值得更凝练些"
"推荐","2018-12-07","3","8.4 家庭典型的集合，部分场景太用力，过于戏剧化也对展示现实有所损害，归于成长消解了部分批判，却也带来了一种代代传递的悲剧感。有时希望自己能够不被情绪牵着走，时时警惕着煽情的“陷阱”，有时候又希望被漩涡卷入，回想自己的成长路程，有多少人不多多少少觉得是一场谋杀呢？"
"力荐","2018-11-25","4","很喜欢。夏天的时候忘了冬天有多冷，冬天的时候忘了夏天有多热，成大之后忘了自己曾经是只小野兽，没事儿，“以后这样的事儿还多着呢”。"
"推荐","2018-12-10","5","科学展是06年办的 你爸车窗贴着2011的车检单??? （酒席和开车那几幕很好看"
"推荐","2018-11-26","3","要听话 喝口酒 念句诗 吃狗肉 所谓“懂事懂事” 我们一回头 就这样复杂地长大了。最戳心的是爸爸打完李玩和她的谈话和在车里听再回首 中国式的家庭中国式父辈子女之间的爱有些做作的“真实”太压抑了 很羡慕李玩 她终于等到了一句道歉。如果当真有个平行世界可以补全残缺 这是李玩的梦想 也是我的。"
"推荐","2017-04-14","2","片子拍的真心不错，举重若轻，就是片名不太雅。"
"力荐","2018-05-03","3","等了四年才等到资源的电影，推荐给所有人看"
"很差","2018-11-11","6","这女的太任性，丢了个狗就闹翻天，家人还不是为了她好，搞得家人和她有仇一样，这熊孩子确实该打"
"推荐","2013-10-16","4","《狗13》多次“无意间”提到文革，让人无意联想起中国人从那时到这时的妥协过程。因为把人当傻子、善于推卸责任又喜欢强词夺理的教育方式不单出现在学校和中考女孩家里。电影从“新爱因斯坦”出现后，便开始了典型又刻意的套话假话的展示，很多地方直截了当，不过这也没什么，片名好像就是一句脏话啊。"
"推荐","2018-12-02","3","还是喜欢曹保平的，够狠，够现实。告诉你世界是怎么让你不会笑的，又是怎么让你不笑也不行而笑的……就是这样的一个普通家庭，外人甚至可能都看不出有什么变化，就这样沧海桑田了。怎么办呢？还是要过下去啊。怎么办呢？"
"无评价","2018-12-14","1","at 大融城"
"推荐","2013-10-16","5","毫无疑问是近年写青春期少女成长最好的一部。比黄建新《谁说我不在乎》、刘杰《青春派》更深刻、更细腻、更冷峻。写少女对成人秩序的困惑、质疑和反抗，以及成人世界中的谎言、伪善、陋习如何以爱的名义来扼杀少女的纯真和无邪。是国产片中罕见的以少女视角来表现不同代际人群思想和心灵冲突的佳作。"
"推荐","2018-12-04","1","青春成长记录片，成长就是学会妥协，成熟就是学会克制，一句谢谢胜过千万句抗争，一口狗肉咽下所有的苦涩。人就是这样生活下去的，很现实，也很无奈！"
"还行","2018-12-20","0","为了找宠物狗把爷爷推倒，爷爷受伤直接无法站立，李玩却在屋里大声开着摇滚乐，窗户上写满了狗的名字，什么叫不懂事的孩子，这个非常典型了"
"推荐","2015-06-05","4","其实原定的片名《爱因斯坦和爱因斯坦》更符合片子的原意，可惜审查没通过。看的时候奇怪导演怎么会对女孩的心思把握的这么细致，后来才知道原来编剧是个女孩。本片没有进行肤浅的批判，而是用女孩与狗的关系真实展示了一个中国家庭的横切面。曹保平是我未来十年最看好的华语电影导演之一。"
"力荐","2018-10-02","4","这可能是最好的华语青春片。所有做家长的都应该看一下。"
