"year","region","passage","sentence","sentence_low"
"2012","天津","B","Regardless of our motives, I can see that you have all been successful in you chosen path.""","regardless of our motives, i can see that you have all been successful in you chosen path."""
"2012","天津","B","""There is no greater comfort for an educator than to see the end result of his or her years of work.","""there is no greater comfort for an educator than to see the end result of his or her years of work."
"2012","天津","B","You have all been a great source of pleasure and pride for me and I want you to know I love you all from the bottom of my heart.""","you have all been a great source of pleasure and pride for me and i want you to know i love you all from the bottom of my heart."""
"2012","天津","B","There was a silence over the crowd for a few seconds and then someone started clapping.","there was a silence over the crowd for a few seconds and then someone started clapping."
"2012","天津","B","The clapping turned into cheering, then into a deafening roar (呼喊) .","the clapping turned into cheering, then into a deafening roar (呼喊) ."
"2012","天津","B","Lawyers, truck drivers, bankers and models were rubbing their eyes or crying openly with no shame all because of the words from a long forgotten English teacher from their hometown.","lawyers, truck drivers, bankers and models were rubbing their eyes or crying openly with no shame all because of the words from a long forgotten english teacher from their hometown."
"2012","天津","B","41 What activity was organized for the school reunion?","41 what activity was organized for the school reunion?"
"2012","天津","B","A.Sightseeing in the park.","a.sightseeing in the park."
"2012","天津","B","B.A picnic on the school playground.","b.a picnic on the school playground."
"2012","天津","B","C.Telling stories about past events.","c.telling stories about past events."
"2012","天津","B","D.Graduates' reports in the old building.","d.graduates' reports in the old building."
"2012","天津","B","42 What can be inferred from Paragraph 2?","42 what can be inferred from paragraph 2?"
"2012","天津","B","A.Some graduates were too busy to listen to Ms Yates' speech.","a.some graduates were too busy to listen to ms yates' speech."
"2012","天津","B","B.Many graduates disliked Ms Yates' ways of teaching.","b.many graduates disliked ms yates' ways of teaching."
"2012","天津","B","C.Some people got tired from the reunion activities.","c.some people got tired from the reunion activities."
"2012","天津","B","D.Most people had little interest in the reunion.","d.most people had little interest in the reunion."
"2012","天津","B","43 We can learn from Ms Yates' speech that she ______.","43 we can learn from ms yates' speech that she ______."
"2012","天津","B","A.kept track of her students' progress","a.kept track of her students' progress"
"2012","天津","B","B.gave her students advice on their careers","b.gave her students advice on their careers"
"2012","天津","B","C.attended her students' college graduations","c.attended her students' college graduations"
"2012","天津","B","D.went to her students' wedding ceremonies","d.went to her students' wedding ceremonies"
"2012","天津","B","44 What was Ms Yates' belief in teaching teenagers?","44 what was ms yates' belief in teaching teenagers?"
"2012","天津","B","A.Teachers' knowledge is the key to students' achievements.","a.teachers' knowledge is the key to students' achievements."
"2012","天津","B","B.Pressure on students from teachers should be reduced.","b.pressure on students from teachers should be reduced."
"2012","天津","B","C.Hard-pushed students are more likely to succeed.","c.hard-pushed students are more likely to succeed."
"2012","天津","B","D.Students' respect is the best reward for teachers.","d.students' respect is the best reward for teachers."
"2012","天津","B","45 Which of the following can best describe Ms Yates?","45 which of the following can best describe ms yates?"
"2012","天津","B","A.Reliable and devoted.","a.reliable and devoted."
"2012","天津","B","B.Tough and generous.","b.tough and generous."
"2012","天津","B","C.Proud but patient.","c.proud but patient."
"2012","天津","B","D.Strict but caring.","d.strict but caring."
"2012","天津","C","The practice of students endlessly copying letters and sentences from a blackboard is a thing of the past.","the practice of students endlessly copying letters and sentences from a blackboard is a thing of the past."
"2012","天津","C","With the coming of new technologies like computers and smartphones, writing by hand has become something of nostalgic (怀旧的) skill.","with the coming of new technologies like computers and smartphones, writing by hand has become something of nostalgic (怀旧的) skill."
"2012","天津","C","However, while today's educators are using more and more technology in their teaching, many believe basic handwriting skills are still necessary for students to be successful -- both in school and in life.","however, while today's educators are using more and more technology in their teaching, many believe basic handwriting skills are still necessary for students to be successful -- both in school and in life."
"2012","天津","C","Virginia Berninger, professor of educational psychology at the University of Washington, says it's important to continue teaching handwriting and help children acquire the skill of writing by hand.","virginia berninger, professor of educational psychology at the university of washington, says it's important to continue teaching handwriting and help children acquire the skill of writing by hand."
"2012","天津","C","Berninger and her colleagues conducted a study that looked at the ability of students to complete various writing tasks -- both on a computer and by hand.","berninger and her colleagues conducted a study that looked at the ability of students to complete various writing tasks -- both on a computer and by hand."
"2012","天津","C","The study, published in 2009, found that when writing with a pen and paper, participants wrote longer essays and more complete sentences and had a faster word production rate.","the study, published in 2009, found that when writing with a pen and paper, participants wrote longer essays and more complete sentences and had a faster word production rate."
"2012","天津","C","In a more recent study, Berninger looked at what role spelling plays in a student's writing skills and found that how well children spell is tied to how well they can write.","in a more recent study, berninger looked at what role spelling plays in a student's writing skills and found that how well children spell is tied to how well they can write."
"2012","天津","C","""Spelling makes some of the thinking parts of the brain active, which helps us access our vocabulary, word meaning and concepts.","""spelling makes some of the thinking parts of the brain active, which helps us access our vocabulary, word meaning and concepts."
"2012","天津","C","It is allowing our written language to connect with ideas,"" Berninger said.","it is allowing our written language to connect with ideas,"" berninger said."
"2012","天津","C","Spelling helps students translate ideas into words in their mind first and then to transcribe(转换) ""those words in the mind written symbols on paper or keyboard and screen,"" the study said.","spelling helps students translate ideas into words in their mind first and then to transcribe(转换) ""those words in the mind written symbols on paper or keyboard and screen,"" the study said."
"2012","天津","C","Seeing the words in the ""mind's eye"" helps children not only to turn their ideas into words, says Berninger, but also to spot (发现) spelling mistakes when they write the words down and to correct then over time.","seeing the words in the ""mind's eye"" helps children not only to turn their ideas into words, says berninger, but also to spot (发现) spelling mistakes when they write the words down and to correct then over time."
"2012","天津","C","""In our computer age, some people believe that we don't have to teach spelling because we have spell checks,"" she said.","""in our computer age, some people believe that we don't have to teach spelling because we have spell checks,"" she said."
"2012","天津","C","""But until a child has a functional spelling ability of about a fifth grade level, they won't have the knowledge to choose the correct spelling among the options given by the computer.""","""but until a child has a functional spelling ability of about a fifth grade level, they won't have the knowledge to choose the correct spelling among the options given by the computer."""
"2012","天津","C","46 What makes writing by hand a thing of the past?","46 what makes writing by hand a thing of the past?"
"2012","天津","C","A.The absence of blackboard in classrooms.","a.the absence of blackboard in classrooms."
"2012","天津","C","B.The use of new technologies in teaching.","b.the use of new technologies in teaching."
"2012","天津","C","C.The lack of practice in handwriting.","c.the lack of practice in handwriting."
"2012","天津","C","D.The popular use of smartphones.","d.the popular use of smartphones."
"2012","天津","C","47 Berninger's study published in 2009 ______.","47 berninger's study published in 2009 ______."
"2012","天津","C","A.focused on the difference between writing by hand and on a computer.","a.focused on the difference between writing by hand and on a computer."
"2012","天津","C","B.indicated that students prefer to write with a pen and paper.","b.indicated that students prefer to write with a pen and paper."
"2012","天津","C","C.found that good essays are made up of long sentences.","c.found that good essays are made up of long sentences."
"2012","天津","C","D.discussed the importance of writing speed.","d.discussed the importance of writing speed."
"2012","天津","C","48 Which of the following best shows the role of spelling?","48 which of the following best shows the role of spelling?"
"2012","天津","C","A.Spelling improves one's memory of words.","a.spelling improves one's memory of words."
"2012","天津","C","B.Spelling ability is closely related to writing ability.","b.spelling ability is closely related to writing ability."
"2012","天津","C","C.Spelling benefits the translation from words into ideas.","c.spelling benefits the translation from words into ideas."
"2012","天津","C","D.Spelling slows down finding exact words to express ideas.","d.spelling slows down finding exact words to express ideas."
"2012","天津","C","49 What does ""mind's eye"" in paragraph 5 mean?","49 what does ""mind's eye"" in paragraph 5 mean?"
"2012","天津","C","A.Window.","a.window."
"2012","天津","C","B.Soul","b.soul"
"2012","天津","C","C.Picture.","c.picture."
"2012","天津","C","D.Imagination.","d.imagination."
"2012","天津","C","50 What conclusion could be drawn from the passage?","50 what conclusion could be drawn from the passage?"
"2012","天津","C","A.Computers can help people with their choice of words.","a.computers can help people with their choice of words."
"2012","天津","C","B.Spell checks can take the place of spelling teaching.","b.spell checks can take the place of spelling teaching."
"2012","天津","C","C.Handwriting still has a place in today's classrooms.","c.handwriting still has a place in today's classrooms."
"2012","天津","C","D.Functional spelling ability develops fast in the fifth grade.","d.functional spelling ability develops fast in the fifth grade."
"2012","天津","D","You are given many opportunities in life to choose to be a victim or creator.","you are given many opportunities in life to choose to be a victim or creator."
"2012","天津","D","When you choose to be a victim, the world is a cold and difficult place.","when you choose to be a victim, the world is a cold and difficult place."
"2012","天津","D","""They"" did things to you which caused all of your pain and suffering.","""they"" did things to you which caused all of your pain and suffering."
"2012","天津","D","""They"" are wrong and bad, and life is terrible as long as ""they"" are around.","""they"" are wrong and bad, and life is terrible as long as ""they"" are around."
"2012","天津","D","Or you may blame yourself for all your problems, thus internalizing (内化) your victimization.","or you may blame yourself for all your problems, thus internalizing (内化) your victimization."
"2012","天津","D","The truth is, your life is likely to stay that way as long as you feel a need to blame yourself or others.","the truth is, your life is likely to stay that way as long as you feel a need to blame yourself or others."
"2012","天津","D","Those who choose to be creators look at life quite differently.","those who choose to be creators look at life quite differently."
"2012","天津","D","They know there are individuals who might like to control their lives, but they don't let this get in the way.","they know there are individuals who might like to control their lives, but they don't let this get in the way."
"2012","天津","D","They know they have their weaknesses, yet they don't blame themselves when they fail.","they know they have their weaknesses, yet they don't blame themselves when they fail."
"2012","天津","D","Whatever happens, they have choice in the matter.","whatever happens, they have choice in the matter."
"2012","天津","D","They believe their dance with each sacred (神圣的) moment of life is a gift and that storms are a natural part of life which can bring the rain needed for emotional and spiritual growth.","they believe their dance with each sacred (神圣的) moment of life is a gift and that storms are a natural part of life which can bring the rain needed for emotional and spiritual growth."
"2012","天津","D","Victims and creators live in the same physical world and deal with many of the same physical realities, yet their experience of life is worlds apart.","victims and creators live in the same physical world and deal with many of the same physical realities, yet their experience of life is worlds apart."
"2012","天津","D","Victims relish (沉溺) in anger, guilt, and other emotions that cause others -- and even themselves -- to feel like victims, too.","victims relish (沉溺) in anger, guilt, and other emotions that cause others -- and even themselves -- to feel like victims, too."
"2012","天津","D","Creators consciously choose love, inspiration, and other qualities which inspire not only themselves, but all around them.","creators consciously choose love, inspiration, and other qualities which inspire not only themselves, but all around them."
"2012","天津","D","Both victims and creators always have choice to determine the direction of their lives.","both victims and creators always have choice to determine the direction of their lives."
"2012","天津","D","In reality, all of us play the victim or the creator at various points in our lives.","in reality, all of us play the victim or the creator at various points in our lives."
"2012","天津","D","One person, on losing a job or a special relationship, may feel as if it is the end of the world and sink into terrible suffering for months, years, or even a lifetime.","one person, on losing a job or a special relationship, may feel as if it is the end of the world and sink into terrible suffering for months, years, or even a lifetime."
"2012","天津","D","Another with the same experience may choose to first experience the grief, then accept the loss and soon move on to be a powerful creative force in his life.","another with the same experience may choose to first experience the grief, then accept the loss and soon move on to be a powerful creative force in his life."
"2012","天津","D","In every moment and every circumstance, you can choose to have fuller, richer life by setting a clear intention to transform the victim within, and by inviting into your life the powerful creator that you are.","in every moment and every circumstance, you can choose to have fuller, richer life by setting a clear intention to transform the victim within, and by inviting into your life the powerful creator that you are."
"2012","天津","D","51 What does the word ""they"" in Paragraph 1 probably refer to?","51 what does the word ""they"" in paragraph 1 probably refer to?"
"2012","天津","D","A.People and things around you.","a.people and things around you."
"2012","天津","D","B.Opportunities and problems.","b.opportunities and problems."
"2012","天津","D","C.Creators and their choices.","c.creators and their choices."
"2012","天津","D","D.Victims and their sufferings.","d.victims and their sufferings."
"2012","天津","D","52 According to Paragraph 2, creators ______.","52 according to paragraph 2, creators ______."
"2012","天津","D","A.seem willing to experience failures in life","a.seem willing to experience failures in life"
"2012","天津","D","B.possess the ability to predict future life","b.possess the ability to predict future life"
"2012","天津","D","C.handle ups and downs of life wisely","c.handle ups and downs of life wisely"
"2012","天津","D","D.have potential to create something new","d.have potential to create something new"
"2012","天津","D","53 What can we learn from Paragraph 3?","53 what can we learn from paragraph 3?"
"2012","天津","D","A.Creators and victims face quite different things in life.","a.creators and victims face quite different things in life."
"2012","天津","D","B.Creators and victims are masters of their lives.","b.creators and victims are masters of their lives."
"2012","天津","D","C.Victims can influence more people than creators.","c.victims can influence more people than creators."
"2012","天津","D","D.Compared with victims, creators are more emotional.","d.compared with victims, creators are more emotional."
"2012","天津","D","54 The examples mentioned in Paragraph 4 show that ______.","54 the examples mentioned in paragraph 4 show that ______."
"2012","天津","D","A.strong attachment to sufferings in life pulls people into victims.","a.strong attachment to sufferings in life pulls people into victims."
"2012","天津","D","B.people need family support to deal with challengers in life.","b.people need family support to deal with challengers in life."
"2012","天津","D","C.it takes creators quite a long time to get rid of their pains.","c.it takes creators quite a long time to get rid of their pains."
"2012","天津","D","D.one's experiences determine his attitude toward life.","d.one's experiences determine his attitude toward life."
"2012","天津","D","55 What is the author's purpose in writing this passage?","55 what is the author's purpose in writing this passage?"
"2012","天津","D","A.To define victims and creators.","a.to define victims and creators."
"2012","天津","D","B.To evaluate victims against creators.","b.to evaluate victims against creators."
"2012","天津","D","C.To explain the relationship between victims and creators.","c.to explain the relationship between victims and creators."
"2012","天津","D","D.To suggest the transformation from victims to creators.","d.to suggest the transformation from victims to creators."
"2013","天津","A","Guide to Stockholm University Library","guide to stockholm university library"
"2013","天津","A","Our library offers different types of studying places and provides a good studying environment.","our library offers different types of studying places and provides a good studying environment."
"2013","天津","A","Zones","zones"
"2013","天津","A","The library is divided into different zones.","the library is divided into different zones."
"2013","天津","A","The upper floor is a quiet zone with over a thousand places for silent reading, and places where you can sit and work with your own computer.","the upper floor is a quiet zone with over a thousand places for silent reading, and places where you can sit and work with your own computer."
"2013","天津","A","The reading places consist mostly of tables and chairs.","the reading places consist mostly of tables and chairs."
"2013","天津","A","The ground floor is the zone where you can talk.","the ground floor is the zone where you can talk."
"2013","天津","A","Here you can find sofas and armchairs for group work.","here you can find sofas and armchairs for group work."
"2013","天津","A","Computers","computers"
"2013","天津","A","You can use your own computer to connect to the wi-fi specially prepared for notebook computers; you can also use library computers, which contain the most commonly used applications, such as Microsoft Office.","you can use your own computer to connect to the wi-fi specially prepared for notebook computers; you can also use library computers, which contain the most commonly used applications, such as microsoft office."
"2013","天津","A","They are situated in the area known as the Experimental Field on the ground floor.","they are situated in the area known as the experimental field on the ground floor."
"2013","天津","A","Group-study places","group-study places"
"2013","天津","A","If you want to discuss freely without disturbing others, you can book a study room or sit at a table on the ground floor.","if you want to discuss freely without disturbing others, you can book a study room or sit at a table on the ground floor."
"2013","天津","A","Some study rooms are for 2-3 people and others can hold up to 6-8 people.","some study rooms are for 2-3 people and others can hold up to 6-8 people."
"2013","天津","A","All rooms are marked on the library maps.","all rooms are marked on the library maps."
"2013","天津","A","There are 40 group-study rooms that must be booked via the website.","there are 40 group-study rooms that must be booked via the website."
"2013","天津","A","To book, you need an active University account and a valid University card.","to book, you need an active university account and a valid university card."
"2013","天津","A","You can use a room three hours per day, nine hours at most per week.","you can use a room three hours per day, nine hours at most per week."
"2013","天津","A","Storage of Study Material","storage of study material"
"2013","天津","A","The library has lockers for students to store course literature.","the library has lockers for students to store course literature."
"2013","天津","A","When you have obtained at least 40 credits (学分) , you may rent a locker and pay 400 SEK for a year's rental period.","when you have obtained at least 40 credits (学分) , you may rent a locker and pay 400 sek for a year's rental period."
"2013","天津","A","Rules to be Followed","rules to be followed"
"2013","天津","A","Mobile phone conversations are not permitted anywhere in the librar.","mobile phone conversations are not permitted anywhere in the librar."
"2013","天津","A","Keep your phone on silent as if you were in a lecture and exit the library if you need to receive calls.","keep your phone on silent as if you were in a lecture and exit the library if you need to receive calls."
"2013","天津","A","Please note that food and fruit are forbidden in the library, but you are allowed to have drinks and sweets with you.","please note that food and fruit are forbidden in the library, but you are allowed to have drinks and sweets with you."
"2013","天津","A","36 The library's upper floor is mainly for students to ______.","36 the library's upper floor is mainly for students to ______."
"2013","天津","A","A.read in a quiet place","a.read in a quiet place"
"2013","天津","A","B.have group discussions","b.have group discussions"
"2013","天津","A","C.take comfortable seats","c.take comfortable seats"
"2013","天津","A","D.get their computers fixed","d.get their computers fixed"
"2013","天津","A","37 Library computers on the ground floor ______.","37 library computers on the ground floor ______."
"2013","天津","A","A.help students with their field experiments","a.help students with their field experiments"
"2013","天津","A","B.contain software essential for schoolwork","b.contain software essential for schoolwork"
"2013","天津","A","C.are for those who want to access the wi-fi","c.are for those who want to access the wi-fi"
"2013","天津","A","D.are mostly used for filling out application forms","d.are mostly used for filling out application forms"
"2013","天津","A","38 What condition should be met to book a group-study room?","38 what condition should be met to book a group-study room?"
"2013","天津","A","A.group must consist of 8 people","a.group must consist of 8 people"
"2013","天津","A","B.Three-hour use per day is the minimum","b.three-hour use per day is the minimum"
"2013","天津","A","C.One should first register at the university","c.one should first register at the university"
"2013","天津","A","D.Applicants must mark the room on the map","d.applicants must mark the room on the map"
"2013","天津","A","39 A student can rent a locker in the library if he ______.","39 a student can rent a locker in the library if he ______."
"2013","天津","A","A.can afford the rental fee","a.can afford the rental fee"
"2013","天津","A","B.attends certain coursed","b.attends certain coursed"
"2013","天津","A","C.has nowhere to put his books","c.has nowhere to put his books"
"2013","天津","A","D.has earned the required credits","d.has earned the required credits"
"2013","天津","A","40 What should NOT be brought into the library?","40 what should not be brought into the library?"
"2013","天津","A","A.Mobile phones.","a.mobile phones."
"2013","天津","A","B.Orange juice.","b.orange juice."
"2013","天津","A","C.Candy.","c.candy."
"2013","天津","A","D.Sandwiches.","d.sandwiches."
"2013","天津","B","Last night's meteor (流星) shower left many people in the community dissatisfied and demanding answers.","last night's meteor (流星) shower left many people in the community dissatisfied and demanding answers."
"2013","天津","B","According to Gabe Rothsclild, Emerald Valley's mayor, people gathered in the suburbs of the city, carrying heavy telescopes, expecting to watch the brightly burning meteors passing through the sky.","according to gabe rothsclild, emerald valley's mayor, people gathered in the suburbs of the city, carrying heavy telescopes, expecting to watch the brightly burning meteors passing through the sky."
"2013","天津","B","What they found instead was a sky so brightened by the city's lights that it darkened the light of the meteors passing overhead.","what they found instead was a sky so brightened by the city's lights that it darkened the light of the meteors passing overhead."
"2013","天津","B","""My family was so frustrated,"" admitted town resident Duane Cosby.","""my family was so frustrated,"" admitted town resident duane cosby."
"2013","天津","B","""We wanted to make this an unforgettable family outing, but it turned out to be a huge disappointments.""","""we wanted to make this an unforgettable family outing, but it turned out to be a huge disappointments."""
"2013","天津","B","Astronomers -- scientists who study stars and planets -- have been complaining about this problem for decades.","astronomers -- scientists who study stars and planets -- have been complaining about this problem for decades."
"2013","天津","B","They say that light pollution prevents them from seeing objects in the sky that they could see quite easily in the past.","they say that light pollution prevents them from seeing objects in the sky that they could see quite easily in the past."
"2013","天津","B","They call on people and the government to take measures to fight against it.","they call on people and the government to take measures to fight against it."
"2013","天津","B","There is yet a population besides professional and amateur star observers that suffers even more from light pollution.","there is yet a population besides professional and amateur star observers that suffers even more from light pollution."
"2013","天津","B","This population consists of birds, bats, frogs, snakes, etc.","this population consists of birds, bats, frogs, snakes, etc."
"2013","天津","B","For example, outdoor lighting severely affects migrating (迁徙的) birds.","for example, outdoor lighting severely affects migrating (迁徙的) birds."
"2013","天津","B","According to the International Dark-Sky Association, ""100 million birds a year throughout North America die in crashes with lighted buildings and towers.""","according to the international dark-sky association, ""100 million birds a year throughout north america die in crashes with lighted buildings and towers."""
"2013","天津","B","Countless more animals casualties (伤亡) result from the use of artificial lighting.","countless more animals casualties (伤亡) result from the use of artificial lighting."
"2013","天津","B","Clearly, people enjoy the benefits of lighting their evenings, but some scientists think it can be harmful for humans, too.","clearly, people enjoy the benefits of lighting their evenings, but some scientists think it can be harmful for humans, too."
"2013","天津","B","They worry that exposure to light while sleeping can increase person's chances of getting cancer.","they worry that exposure to light while sleeping can increase person's chances of getting cancer."
"2013","天津","B","Emerald Valley is only one community that is becoming aware of the negative effects of hight pollution.","emerald valley is only one community that is becoming aware of the negative effects of hight pollution."
"2013","天津","B","For years, Flagstaff, Arizona, has enforced lighting regulations in its city in order to assist astronomers at the Lowell Observatory.","for years, flagstaff, arizona, has enforced lighting regulations in its city in order to assist astronomers at the lowell observatory."
"2013","天津","B","Similar efforts have been made worldwide, and a movement is underway to remind us to turn off lights when we are not using them, so that other creatures can share the night.","similar efforts have been made worldwide, and a movement is underway to remind us to turn off lights when we are not using them, so that other creatures can share the night."
"2013","天津","B","41 It happened last night that ______.","41 it happened last night that ______."
"2013","天津","B","A.the city's lights affected the meteor watching","a.the city's lights affected the meteor watching"
"2013","天津","B","B.the meteors flew past before being noticed","b.the meteors flew past before being noticed"
"2013","天津","B","C.the city light show attracted many people","c.the city light show attracted many people"
"2013","天津","B","D.the meteor watching ended up a social outing","d.the meteor watching ended up a social outing"
"2013","天津","B","42 What do the astronomers complain about?","42 what do the astronomers complain about?"
"2013","天津","B","A.Meteor showers occur less often than before.","a.meteor showers occur less often than before."
"2013","天津","B","B.Their observation equipment is in poor repair.","b.their observation equipment is in poor repair."
"2013","天津","B","C.Light pollution has remained unsolved for years.","c.light pollution has remained unsolved for years."
"2013","天津","B","D.Their eyesight is failing due to artificial lighting.","d.their eyesight is failing due to artificial lighting."
"2013","天津","B","43 What the author concerned about according to Paragraph 4?","43 what the author concerned about according to paragraph 4?"
"2013","天津","B","A.Birds may take other migration paths.","a.birds may take other migration paths."
"2013","天津","B","B.Animal' living habits may change suddenly.","b.animal' living habits may change suddenly."
"2013","天津","B","C.Varieties of animals will become sharply reduced.","c.varieties of animals will become sharply reduced."
"2013","天津","B","D.Animals' survival is threatened by outdoor lighting.","d.animals' survival is threatened by outdoor lighting."
"2013","天津","B","44 Lighting regulations in Flagstaff, Arizona are put into effect to ______.","44 lighting regulations in flagstaff, arizona are put into effect to ______."
"2013","天津","B","A.Lessen the chance of getting cancer","a.lessen the chance of getting cancer"
"2013","天津","B","B.create an ideal observation condition","b.create an ideal observation condition"
"2013","天津","B","C.ensure citizens a good sleep at night","c.ensure citizens a good sleep at night"
"2013","天津","B","D.enable all creatures to live in harmony","d.enable all creatures to live in harmony"
"2013","天津","B","45 What message does the author most want to give us?","45 what message does the author most want to give us?"
"2013","天津","B","A.Saving wildlife is saving ourselves .","a.saving wildlife is saving ourselves ."
"2013","天津","B","B.Great efforts should be made to save energy.","b.great efforts should be made to save energy."
"2013","天津","B","C.Human activities should be environmentally friendly.","c.human activities should be environmentally friendly."
"2013","天津","B","D.New equipment should be introduced for space study.","d.new equipment should be introduced for space study."
"2013","天津","C","Poet William Stafford once said that we are defined more by the detours (绕行路) in life that by the narrow road toward goals.","poet william stafford once said that we are defined more by the detours (绕行路) in life that by the narrow road toward goals."
"2013","天津","C","I like this image.","i like this image."
"2013","天津","C","But it was quite by accident that I discovered the deep meaning of his words.","but it was quite by accident that i discovered the deep meaning of his words."
"2013","天津","C","For years we made the long drive from our home in Seattle to my parents' home in Boise in nine hours.","for years we made the long drive from our home in seattle to my parents' home in boise in nine hours."
"2013","天津","C","We traveled the way most people do: the fastest, shortest easiest road, especially when I was alone with four noisy, restless kids who hates confinement (限制) and have strong opinions about everything.","we traveled the way most people do: the fastest, shortest easiest road, especially when i was alone with four noisy, restless kids who hates confinement (限制) and have strong opinions about everything."
"2013","天津","C","Road trips felt risky, so I would drive fast, stopping only when I had to.","road trips felt risky, so i would drive fast, stopping only when i had to."
"2013","天津","C","We would stick to the freeways and arrive tired.","we would stick to the freeways and arrive tired."
"2013","天津","C","But then Banner, our lamb was born.","but then banner, our lamb was born."
"2013","天津","C","He was rejected by his mama days before our planned trip to Boise.","he was rejected by his mama days before our planned trip to boise."
"2013","天津","C","I had two choices: leave Banner with my husband, or take him with me.","i had two choices: leave banner with my husband, or take him with me."
"2013","天津","C","My husband made the decision for me.","my husband made the decision for me."
"2013","天津","C","That is how I found my self on the road with four kids, a baby lamb and nothing but my everlasting optimism to see me through.","that is how i found my self on the road with four kids, a baby lamb and nothing but my everlasting optimism to see me through."
"2013","天津","C","We took the country roads out of necessity.","we took the country roads out of necessity."
"2013","天津","C","We had to stop every hour, let Banner shake out his legs and feed him.","we had to stop every hour, let banner shake out his legs and feed him."
"2013","天津","C","The kids chased him and one another.","the kids chased him and one another."
"2013","天津","C","They'd get back in the car breathless and energized, smelling fresh from the cold air.","they'd get back in the car breathless and energized, smelling fresh from the cold air."
"2013","天津","C","We explored side roads, catching grasshoppers in waist-high grass.","we explored side roads, catching grasshoppers in waist-high grass."
"2013","天津","C","Even if we simply looked out of the car windows at baby pigs following their mother, or fish leaping out of the water, it was better than the best ride down the freeway.","even if we simply looked out of the car windows at baby pigs following their mother, or fish leaping out of the water, it was better than the best ride down the freeway."
"2013","天津","C","Here was life.","here was life."
"2013","天津","C","And new horizons (见识) .","and new horizons (见识) ."
"2013","天津","C","We eventually arrived at my parents' doorstep astonishingly fresh and full of stories.","we eventually arrived at my parents' doorstep astonishingly fresh and full of stories."
"2013","天津","C","I grew brave with the trip back home and creative with my disciplining technique.","i grew brave with the trip back home and creative with my disciplining technique."
"2013","天津","C","On an empty section of road, everyone started quarreling.","on an empty section of road, everyone started quarreling."
"2013","天津","C","I stopped the car, ordered all kids out and told them to meet me up ahead.","i stopped the car, ordered all kids out and told them to meet me up ahead."
"2013","天津","C","I parked my car half a mile away and read my book in sweet silence.","i parked my car half a mile away and read my book in sweet silence."
"2013","天津","C","Some road trips are by necessity fast and straight.","some road trips are by necessity fast and straight."
"2013","天津","C","But that trip with Banner opened our eyes to a world available to anyone adventurous enough to wander around and made me realize that a detour may uncover the best part of a journey -- and the best part of yourself.","but that trip with banner opened our eyes to a world available to anyone adventurous enough to wander around and made me realize that a detour may uncover the best part of a journey -- and the best part of yourself."
"2013","天津","C","46 Why did the author use to take freeways to her parents' home?","46 why did the author use to take freeways to her parents' home?"
"2013","天津","C","A.It was less tiring.","a.it was less tiring."
"2013","天津","C","B.It would be faster and safer.","b.it would be faster and safer."
"2013","天津","C","C.Her kids would feel less confined.","c.her kids would feel less confined."
"2013","天津","C","D.She felt better with other drivers nearby.","d.she felt better with other drivers nearby."
"2013","天津","C","47 The author stopped regularly on the country roads to ______.","47 the author stopped regularly on the country roads to ______."
"2013","天津","C","A.relax in the fresh air","a.relax in the fresh air"
"2013","天津","C","B.take a deep breath","b.take a deep breath"
"2013","天津","C","C.take care of the lamb","c.take care of the lamb"
"2013","天津","C","D.let the kids play with Banner","d.let the kids play with banner"
"2013","天津","C","48 What does the author discover from the trip according to Paragraph 6?","48 what does the author discover from the trip according to paragraph 6?"
"2013","天津","C","A.Freeways are where beauty hides.","a.freeways are where beauty hides."
"2013","天津","C","B.Getting close to nature adds to the joy of life.","b.getting close to nature adds to the joy of life."
"2013","天津","C","C.Enjoying the beauty of nature benefits one's health.","c.enjoying the beauty of nature benefits one's health."
"2013","天津","C","D.One should follow side roads to watch wild animals.","d.one should follow side roads to watch wild animals."
"2013","天津","C","49 Why did the author ask the kids to get out of the car on their way back home?","49 why did the author ask the kids to get out of the car on their way back home?"
"2013","天津","C","A.To give herself some time to read.","a.to give herself some time to read."
"2013","天津","C","B.To order some food for them.","b.to order some food for them."
"2013","天津","C","C.To play a game with them.","c.to play a game with them."
"2013","天津","C","D.To let them cool down.","d.to let them cool down."
"2013","天津","C","50 What could be the best title for the passage?","50 what could be the best title for the passage?"
"2013","天津","C","A.Charm of the Detour","a.charm of the detour"
"2013","天津","C","B.The Road to Bravery","b.the road to bravery"
"2013","天津","C","C.Creativity out of Necessity","c.creativity out of necessity"
"2013","天津","C","D.Road trip and Country Life","d.road trip and country life"
"2013","天津","D","When asked about happiness, we usually think of something extraordinary, an absolute delight, which seems to get rarer the older we get.","when asked about happiness, we usually think of something extraordinary, an absolute delight, which seems to get rarer the older we get."
"2013","天津","D","For kids, happiness has a magical quality.","for kids, happiness has a magical quality."
"2013","天津","D","Their delight at winning a race or getting a new bike is unreserved (毫不掩饰的) .","their delight at winning a race or getting a new bike is unreserved (毫不掩饰的) ."
"2013","天津","D","In the teenage years the concept of happiness changes.","in the teenage years the concept of happiness changes."
"2013","天津","D","Suddenly it's conditional on such things as excitement, love and popularity.","suddenly it's conditional on such things as excitement, love and popularity."
"2013","天津","D","I can still recall the excitement of being invited to dance with the most attractive boy at the school party.","i can still recall the excitement of being invited to dance with the most attractive boy at the school party."
